38,187,215
42,189,216
46,190,217
50,191,218
55,192,219
60,193,219
65,194,220
71,195,221
75,196,221
80,197,222
85,198,223
89,199,223
94,200,224
98,201,224
102,202,225
106,203,226
110,204,226
114,205,227
118,206,227
121,207,228
125,209,229
128,210,229
132,211,230
135,212,230
138,213,231
142,214,231
145,215,232
148,216,233
151,217,233
154,218,234
157,219,234
160,220,235
163,221,236
166,222,236
169,223,237
172,224,237
175,225,238
178,226,239
181,227,239
184,228,240
187,229,240
190,230,241
193,231,241
195,232,242
198,233,243
201,234,243
204,235,244
207,236,244
209,238,245
212,239,246
215,240,246
218,241,247
220,242,247
223,243,248
226,244,248
228,244,249
231,245,249
234,246,250
236,247,250
239,247,250
241,248,250
243,248,250
245,248,249
247,248,249
249,248,248
250,247,247
251,246,246
252,245,245
253,244,243
253,243,242
254,242,240
254,240,238
254,239,236
254,237,234
254,235,233
254,234,231
254,232,229
254,231,227
254,229,225
254,227,223
254,226,221
253,224,219
253,222,217
253,221,215
253,219,214
253,217,212
253,216,210
252,214,208
252,212,206
252,211,204
252,209,202
251,207,201
251,206,199
251,204,197
251,202,195
250,201,193
250,199,191
250,197,189
250,196,188
249,194,186
249,192,184
249,191,182
248,189,180
248,187,178
248,186,177
247,184,175
247,182,173
247,181,171
246,179,169
246,177,168
246,176,166
245,174,164
245,172,162
244,171,160
244,169,159
243,168,157
243,166,155
243,164,153
242,163,151
242,161,150
241,159,148
240,158,146
240,156,145
239,155,143
238,153,142
237,152,140
236,150,139
235,149,138
233,148,136
232,147,135
230,146,134
228,145,133
226,144,133
225,143,132
222,142,131
220,141,130
218,140,130
216,139,129
214,138,128
212,138,128
209,137,127
207,136,126
205,135,126
203,134,125
200,134,124
198,133,124
196,132,123
194,131,122
192,130,122
189,130,121
187,129,121
185,128,120
183,127,119
181,126,119
178,126,118
176,125,117
174,124,117
172,123,116
170,122,116
167,122,115
165,121,114
163,120,114
161,119,113
159,118,112
156,118,112
154,117,111
152,116,111
150,115,110
148,114,109
145,113,109
143,113,108
141,112,107
139,111,107
137,110,106
135,109,106
132,109,105
130,108,104
128,107,104
126,106,103
124,105,102
121,105,102
119,104,101
117,103,101
115,102,100
113,102,100
111,101,99
109,100,99
107,100,99
105,100,99
103,100,99
102,100,100
100,100,100
99,100,101
98,101,102
97,102,103
96,102,104
95,103,106
95,104,107
95,106,109
94,107,110
94,108,112
94,110,114
93,111,116
93,112,117
93,114,119
93,115,121
92,116,123
92,118,125
92,119,126
91,121,128
91,122,130
91,123,132
90,125,134
90,126,136
89,128,137
89,129,139
88,131,141
88,132,143
87,133,145
87,135,147
86,136,149
85,138,150
85,139,152
84,141,154
83,142,156
82,144,158
81,145,160
80,146,162
79,148,164
78,149,166
77,151,168
76,152,169
75,154,171
74,155,173
72,157,175
71,158,177
69,160,179
68,161,181
66,162,183
65,164,185
63,165,187
61,167,189
59,168,191
57,170,193
54,171,195
52,173,197
49,174,199
46,176,201
44,177,202
41,178,204
38,180,206
36,181,208
35,183,209
34,184,211
34,185,212
36,186,214
